"Neighborhood","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","Heating","HeatingQC","CentralAir","Electrical","X2ndFlrSF","LowQualFinSF","BedroomAbvGr","KitchenAbvGr","KitchenQual","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","YrSold","SaleType","SaleCondition","SalePrice","PercOfWhiteCollar","MedianIncome","CollegeDegree","Remod","Age","isnew","TotalSqFeet","TotBathrooms","TotalPorchSF"
"NAmes","1-STORY 1946+","RL",100,10175,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",6,5,1964,"Gable","CompShg","HdBoard","Plywood","BrkFace",272,2,"CBlock",3,3,1,4,490,1,0,935,"GasA",3,1,"SBrkr",0,0,3,1,2,7,1,4,"Attchd",2,2,3,3,2,0,0,0,407,0,0,0,"None","None",0,2008,"WD","Normal",180500,0.75,47499,0.75,0,44,0,2850,2,407
"Somerst","2-STORY PUD 1946+","FV",24,2645,"Pave","Pave",2,"Lvl","Inside",2,"Norm","Norm","Twnhs","2Story",8,5,1999,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,2,"PConc",4,3,1,6,649,1,0,321,"GasA",4,1,"SBrkr",756,0,3,1,3,7,0,0,"Attchd",3,2,3,3,2,115,0,0,0,0,0,0,"None","None",0,2009,"WD","Abnorml",172500,0.75,95487,0.75,1,9,0,2709,3.5,0
"CollgCr","2-STORY+","RL",89,11645,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","2Story",7,5,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,3,1,1,0,1,0,860,"GasA",4,1,"SBrkr",860,0,3,1,3,7,0,0,"Attchd",2,2,3,3,2,0,70,0,0,0,0,0,"None","None",0,2006,"WD","Normal",196500,0.91,39359,0.91,0,2,0,2580,2.5,70
"StoneBr","2-STORY+","RL",66,13682,"Pave","None",1,"HLS","CulDSac",2,"Norm","Norm","1Fam","2Story",10,5,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",1031,2,"PConc",5,3,4,1,0,1,0,1410,"GasA",4,1,"SBrkr",1519,0,3,1,3,7,1,4,"BuiltIn",3,3,3,3,2,192,0,37,0,0,0,0,"None","None",0,2006,"New","Partial",438780,0.75,105583,0.75,0,0,1,4355,3.5,37
"CollgCr","1-STORY 1946+","RL",60,7200,"Pave","None",2,"Bnk","Inside",2,"Norm","Norm","1Fam","1Story",5,7,1972,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"CBlock",3,3,3,5,632,1,0,148,"GasA",4,1,"SBrkr",0,0,2,1,2,7,0,0,"Detchd",1,1,3,3,2,196,0,0,0,0,0,0,"MnPrv","None",0,2008,"WD","Normal",124900,0.91,39359,0.91,0,36,0,1560,1,0
"SawyerW","1-STORY 1946+","RL",63,13072,"Pave","None",2,"Lvl","Inside",2,"RRAe","Norm","1Fam","1Story",6,5,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,3,1,5,941,1,0,217,"GasA",4,1,"SBrkr",0,0,3,1,3,7,0,0,"Detchd",1,2,3,3,2,0,50,0,0,0,0,0,"None","None",0,2006,"New","Partial",158000,0.64,68542,0.73,0,2,0,2316,2.5,50
"IDOTRR","75","RM",60,7200,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2.5Unf",5,7,1920,"Gable","CompShg","MetalSd","MetalSd","None",0,2,"BrkTil",3,2,1,1,0,1,0,530,"GasA",2,0,"SBrkr",530,0,3,1,1,7,0,0,"Detchd",1,1,3,3,0,0,0,144,0,0,0,0,"None","None",0,2007,"WD","Normal",101000,0.62,39678,0.68,1,11,0,1641,1,144
"NridgHt","1-STORY PUD 1946+","RL",44,6442,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","TwnhsE","1Story",8,5,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",178,2,"PConc",4,4,2,6,24,1,0,1346,"GasA",4,1,"SBrkr",0,0,2,1,3,7,1,4,"Attchd",2,2,3,3,2,120,49,0,0,0,0,0,"None","None",0,2007,"WD","Normal",202500,0.75,105583,0.89,0,1,0,2740,2,49
"OldTown","2-STORY 1945-","RM",50,10300,"Pave","None",2,"Bnk","Inside",2,"RRAn","Feedr","1Fam","2Story",7,6,1921,"Gable","CompShg","Stucco","Stucco","None",0,2,"BrkTil",3,3,1,1,0,1,0,576,"GasA",3,1,"SBrkr",808,0,3,1,2,7,0,0,"Detchd",1,2,3,3,2,12,11,64,0,0,0,0,"GdPrv","None",0,2010,"WD","Normal",140000,0.84,41223,0.85,1,60,0,2286,2,75
"CollgCr","2-STORY+","RL",70,9375,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",7,5,1997,"Gable","CompShg","VinylSd","VinylSd","BrkFace",573,2,"PConc",4,3,1,6,739,1,0,318,"GasA",4,1,"SBrkr",977,0,3,1,3,7,0,0,"Attchd",2,2,3,3,2,576,36,0,0,0,0,0,"GdPrv","None",0,2009,"WD","Normal",219500,0.91,39359,0.91,1,11,0,3091,3.5,36
"NridgHt","2-STORY+","RL",76,9591,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",8,5,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",344,2,"PConc",5,3,3,1,0,1,0,1143,"GasA",4,1,"SBrkr",1330,0,4,1,3,7,1,4,"BuiltIn",2,3,3,3,2,192,151,0,0,0,0,0,"None","None",0,2007,"WD","Normal",317000,0.75,105583,0.89,1,2,0,3616,2.5,151
"NAmes","1-STORY 1946+","RL",73,19900,"Pave","None",2,"Lvl","Inside",2,"PosA","Norm","1Fam","1Story",7,5,1970,"Gable","CompShg","Plywood","Plywood","BrkFace",287,2,"CBlock",4,3,4,6,912,1,0,1035,"GasA",2,1,"SBrkr",0,0,3,1,2,6,1,4,"Attchd",2,2,3,3,2,301,0,0,0,0,0,0,"None","None",0,2010,"WD","Normal",180000,0.75,47499,0.75,1,21,0,4154,3,0
"CollgCr","1-STORY 1946+","RL",72,10665,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",7,5,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",167,2,"PConc",4,3,3,6,1013,1,0,440,"GasA",4,1,"SBrkr",0,0,3,1,3,7,0,0,"Attchd",2,2,3,3,2,144,29,0,0,0,0,0,"None","None",0,2007,"WD","Normal",226000,0.91,39359,0.91,0,4,0,2932,3,29
"OldTown","1-STORY 1945-","RM",47,4608,"Pave","None",2,"Lvl","Corner",2,"Artery","Norm","1Fam","1Story",4,6,1945,"Gable","CompShg","MetalSd","MetalSd","None",0,3,"CBlock",3,3,1,1,0,1,0,747,"GasA",2,1,"SBrkr",0,0,2,1,2,7,0,0,"Attchd",1,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,2010,"WD","Normal",80000,0.84,41223,0.85,1,60,0,1494,1,0
"ClearCr","1/2 STORY Fin","RL",81,15593,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","1.5Fin",7,4,1953,"Gable","CompShg","BrkFace","AsbShng","None",0,2,"CBlock",3,3,1,4,603,1,0,701,"GasW",2,1,"SBrkr",983,0,3,1,2,7,1,3,"Attchd",3,2,3,3,2,0,21,114,0,0,0,0,"None","None",0,2006,"WD","Normal",225000,0.89,86452,0.82,0,53,0,3591,2,135
"NAmes","1-STORY 1946+","RL",95,13651,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",7,6,1973,"Gable","CompShg","Plywood","Plywood","BrkFace",1115,3,"CBlock",4,3,4,5,1880,1,0,343,"GasA",4,1,"SBrkr",0,0,3,1,2,7,2,4,"Attchd",3,2,3,3,2,300,0,0,0,0,0,0,"None","None",0,2007,"WD","Normal",244000,0.75,47499,0.75,0,34,0,4446,3,0
"Mitchel","1-STORY 1946+","RL",69,7599,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","1Story",4,6,1982,"Gable","CompShg","HdBoard","Plywood","None",0,2,"CBlock",3,3,1,5,565,1,0,280,"GasA",2,1,"SBrkr",0,0,2,1,2,7,0,0,"Detchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,2007,"WD","Normal",129500,0.75,73557,0.62,1,1,0,1690,2,0
"Gilbert","2-STORY+","RL",74,10141,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","2Story",7,5,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,2,"PConc",4,3,1,1,0,1,0,832,"GasA",3,1,"SBrkr",833,0,3,1,2,7,1,3,"Attchd",3,2,3,3,2,0,94,0,0,291,0,0,"None","None",0,2009,"WD","Normal",185000,0.55,82976,0.75,0,11,0,2550,2.5,385
"NAmes","1-STORY 1946+","RL",85,10200,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,7,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",104,2,"CBlock",3,3,1,5,320,4,362,404,"GasA",3,1,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",1,2,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,2010,"WD","Normal",144900,0.75,47499,0.75,1,7,0,2172,2,0
"OldTown","1/2 STORY Fin","RM",60,5790,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","2Story",3,6,1915,"Gambrel","CompShg","VinylSd","VinylSd","None",0,3,"CBlock",2,3,1,1,0,1,0,840,"GasA",3,0,"SBrkr",765,0,3,2,2,7,0,0,"Detchd",1,1,3,3,2,0,0,202,0,0,0,0,"None","None",0,2010,"WD","Normal",107400,0.84,41223,0.85,1,60,0,2445,2,202
"MeadowV","PUD - MULTILEVEL","RM",21,1596,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","Twnhs","SLvl",4,5,1973,"Gable","CompShg","CemntBd","CmentBd","None",0,2,"CBlock",4,3,4,6,462,1,0,0,"GasA",2,1,"SBrkr",462,0,2,1,2,7,0,0,"BuiltIn",1,1,3,3,2,120,101,0,0,0,0,0,"GdWo","None",0,2009,"WD","Normal",91000,0.82,32965,0.83,0,36,0,1450,2,101
"NAmes","1-STORY 1946+","RL",73,8475,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",4,7,1956,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"CBlock",3,3,1,5,228,1,0,724,"GasA",4,1,"FuseA",0,0,2,1,2,7,0,0,"Detchd",1,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,2008,"WD","Normal",135750,0.75,47499,0.75,0,52,0,1904,1,0
"BrkSide","1/2 STORY Fin","RM",50,8635,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1.5Fin",5,5,1948,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,"CBlock",3,3,1,4,336,6,41,295,"GasA",2,1,"SBrkr",213,0,2,1,2,6,0,0,"Detchd",1,1,3,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,2008,"WD","Normal",127000,0.74,46530,0.72,1,7,0,1957,2,0
"Sawyer","DUPLEX","RL",72,10778,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","Duplex","1Story",4,5,1968,"Hip","CompShg","HdBoard","HdBoard","None",0,2,"CBlock",3,3,1,1,0,1,0,1768,"GasA",2,0,"SBrkr",0,0,4,2,2,7,0,0,"None",0,0,0,0,2,0,0,0,0,0,0,0,"None","None",0,2010,"WD","Normal",136500,0.64,54928,0.87,0,42,0,3536,2,0
"OldTown","1/2 STORY Fin","RM",60,10440,"Pave","Grvl",2,"Lvl","Corner",2,"Norm","Norm","1Fam","2Story",5,6,1910,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,"PConc",3,3,1,1,0,1,0,440,"GasA",3,1,"SBrkr",548,0,2,1,2,7,0,0,"Detchd",1,2,3,3,2,74,0,128,0,0,0,0,"MnPrv","None",0,2009,"WD","Normal",110000,0.84,41223,0.85,1,28,0,1670,1.5,128
"NAmes","2-STORY+","RL",100,13000,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","2Story",6,6,1968,"Gable","CompShg","VinylSd","VinylSd","BrkFace",576,3,"CBlock",4,3,1,3,448,1,0,448,"GasA",2,1,"SBrkr",960,0,4,1,3,7,1,4,"Attchd",3,1,3,3,2,0,72,0,0,252,0,0,"None","None",0,2009,"WD","Normal",193500,0.75,47499,0.75,0,41,0,3038,2.5,324
"Mitchel","1-STORY PUD 1946+","RM",32,4500,"Pave","None",2,"Lvl","FR2",2,"Norm","Norm","TwnhsE","1Story",6,5,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",443,3,"PConc",5,4,1,6,1201,1,0,36,"GasA",4,1,"SBrkr",0,0,2,1,2,7,0,0,"Attchd",3,2,3,3,2,0,199,0,0,0,0,0,"None","None",0,2006,"WD","Normal",153500,0.75,73557,0.62,0,8,0,2574,3,199
"Somerst","1-STORY 1946+","RL",78,10206,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",8,5,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",468,2,"PConc",4,3,1,6,33,1,0,1530,"GasA",4,1,"SBrkr",0,0,3,1,3,7,1,4,"Attchd",2,3,3,3,2,144,99,0,0,0,0,0,"None","None",0,2008,"WD","Normal",245000,0.75,95487,0.75,0,1,0,3126,2,99
"NAmes","1-STORY 1946+","RL",80,8892,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,5,1960,"Gable","CompShg","MetalSd","MetalSd","BrkCmn",66,2,"CBlock",3,3,1,1,0,1,0,1065,"GasA",3,1,"SBrkr",0,0,3,1,2,7,0,0,"Detchd",1,2,3,3,2,74,0,0,0,0,0,0,"None","None",0,2007,"COD","Normal",126500,0.75,47499,0.75,0,47,0,2130,1.5,0
"Gilbert","SPLIT OR MULTI-LEVEL","RL",65,8530,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","SLvl",7,5,1995,"Gable","CompShg","HdBoard","HdBoard","BrkFace",22,2,"PConc",4,3,1,1,0,1,0,384,"GasA",3,1,"SBrkr",670,0,3,1,2,7,1,3,"BuiltIn",3,2,3,3,2,120,72,0,0,0,0,0,"None","Shed",700,2009,"WD","Normal",168500,0.55,82976,0.75,1,13,0,1858,2.5,72
"NoRidge","2-STORY+","RL",121,16059,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","2Story",8,5,1991,"Hip","CompShg","HdBoard","HdBoard","BrkFace",284,2,"CBlock",4,3,1,1,0,1,0,1288,"GasA",4,1,"SBrkr",1116,0,4,1,3,7,1,3,"Attchd",1,2,3,3,2,127,82,0,0,0,0,0,"None","None",0,2006,"WD","Normal",260000,0.85,121583,0.89,1,14,0,3705,2.5,82
"Gilbert","2-STORY+","RL",122,11911,"Pave","None",1,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",6,5,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,3,3,1,0,1,0,684,"GasA",4,1,"SBrkr",876,0,3,1,3,7,1,4,"BuiltIn",3,2,3,3,2,100,38,0,0,0,0,0,"None","None",0,2009,"WD","Normal",174000,0.55,82976,0.75,0,4,0,2244,2.5,38
"Somerst","2-STORY PUD 1946+","FV",40,3951,"Pave","Pave",2,"Lvl","Corner",2,"Norm","Norm","TwnhsE","2Story",6,5,2009,"Gable","CompShg","VinylSd","VinylSd","Stone",76,2,"PConc",4,3,3,1,0,1,0,612,"GasA",4,1,"SBrkr",612,0,2,1,3,7,0,0,"Detchd",2,2,3,3,2,0,234,0,0,0,0,0,"None","None",0,2009,"New","Partial",164500,0.75,95487,0.75,0,0,1,1836,2.5,234
"IDOTRR","1/2 STORY Fin","C (all)",105,8470,"Pave","None",2,"Lvl","Corner",2,"Feedr","Feedr","1Fam","1.5Fin",3,2,1915,"Hip","CompShg","Plywood","Plywood","None",0,1,"CBlock",3,2,1,1,0,1,0,1013,"GasA",2,0,"SBrkr",0,513,2,1,1,7,0,0,"None",0,0,0,0,0,0,0,156,0,0,0,0,"MnPrv","None",0,2009,"ConLD","Abnorml",85000,0.62,39678,0.68,1,27,0,2539,1,156
"CollgCr","1-STORY 1946+","RL",60,8070,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",4,5,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,3,1,6,588,1,0,402,"GasA",4,1,"SBrkr",0,0,3,1,2,7,0,0,"None",0,0,0,0,2,0,0,0,0,0,0,0,"None","None",0,2007,"WD","Normal",123600,0.91,39359,0.91,1,12,0,1980,2,0
"NAmes","1-STORY 1946+","RL",60,7200,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",4,5,1950,"Gable","CompShg","BrkFace","Wd Sdng","None",0,2,"Slab",0,0,0,0,0,0,0,0,"GasA",2,1,"FuseA",0,0,2,1,2,7,0,0,"Detchd",1,2,3,3,2,0,29,0,0,0,0,0,"None","None",0,2006,"WD","Normal",109900,0.75,47499,0.75,0,56,0,1040,1,29
"NAmes","1-STORY 1946+","RL",85,8500,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,3,1961,"Hip","CompShg","HdBoard","HdBoard","BrkCmn",203,2,"CBlock",3,3,1,3,600,1,0,635,"GasA",2,1,"SBrkr",0,0,2,1,2,7,0,0,"Attchd",1,2,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,2006,"WD","Abnorml",98600,0.75,47499,0.75,0,45,0,2470,1,0
"Crawfor","1-STORY 1945-","RL",80,13360,"Pave","Grvl",2,"HLS","Inside",2,"Norm","Norm","1Fam","1Story",5,7,1921,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,"BrkTil",4,3,1,5,713,1,0,163,"GasA",4,1,"SBrkr",0,0,2,1,2,7,0,0,"Detchd",1,2,3,3,2,0,0,44,0,0,0,0,"None","None",0,2009,"WD","Normal",163500,0.85,86452,0.84,1,3,0,1840,2,44
"OldTown","190","C (all)",60,7200,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","2fmCon","2.5Unf",6,6,1910,"Hip","CompShg","MetalSd","MetalSd","None",0,2,"BrkTil",3,2,2,3,1046,1,0,168,"GasW",4,0,"SBrkr",1031,0,4,2,2,7,1,4,"Detchd",1,2,3,3,2,0,0,0,0,99,0,0,"None","None",0,2007,"WD","Normal",133900,0.84,41223,0.85,1,9,0,3505,2.5,99
"CollgCr","2-STORY+","RL",69,9337,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",6,5,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"PConc",4,3,1,6,648,1,0,176,"GasA",4,1,"SBrkr",881,0,3,1,3,7,0,0,"Attchd",2,2,3,3,2,0,162,0,0,0,0,0,"None","None",0,2007,"WD","Normal",204750,0.91,39359,0.91,0,10,0,2610,3.5,162
"Gilbert","2-STORY+","RL",65,9765,"Pave","None",1,"Lvl","Corner",2,"Norm","Norm","1Fam","2Story",6,8,1993,"Gable","CompShg","VinylSd","VinylSd","BrkFace",68,3,"PConc",4,4,1,5,310,1,0,370,"GasA",3,1,"SBrkr",790,0,3,1,2,7,1,3,"BuiltIn",3,2,3,3,2,232,63,0,0,0,0,0,"None","Shed",480,2009,"WD","Normal",185000,0.55,82976,0.75,0,16,0,2150,2.5,63
"CollgCr","1-STORY 1946+","RL",78,10264,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",7,5,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",183,2,"PConc",4,3,3,5,1162,1,0,426,"GasA",4,1,"SBrkr",0,0,3,1,3,7,0,0,"Attchd",2,2,3,3,2,158,29,0,0,0,0,0,"None","None",0,2006,"WD","Normal",214000,0.91,39359,0.91,0,7,0,3176,2,29
"Edwards","1-STORY 1946+","RL",73,10921,"Pave","None",2,"HLS","Inside",2,"Norm","Norm","1Fam","1Story",4,5,1965,"Hip","CompShg","HdBoard","HdBoard","BrkFace",48,2,"CBlock",3,3,1,3,520,1,0,440,"GasA",2,1,"FuseF",0,0,3,1,2,7,0,0,"Attchd",3,1,3,3,1,120,0,0,0,0,0,0,"None","None",0,2007,"WD","Normal",94750,0.61,46530,0.63,0,42,0,1920,2,0
"Edwards","1-STORY 1945-","RL",85,10625,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","1Story",5,5,1920,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,"BrkTil",3,3,1,5,108,1,0,350,"GasA",1,0,"SBrkr",0,0,2,1,2,7,0,0,"Basment",1,1,2,3,2,0,0,77,0,0,0,0,"None","Shed",400,2010,"COD","Abnorml",83000,0.61,46530,0.63,1,60,0,1293,1,77
"NAmes","1-STORY 1946+","RL",77,9320,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",4,5,1959,"Gable","CompShg","Plywood","Plywood","None",0,2,"CBlock",3,3,1,5,569,1,0,381,"GasA",1,1,"SBrkr",0,0,3,1,2,7,0,0,"None",0,0,0,0,2,352,0,0,0,0,0,0,"None","Shed",400,2010,"WD","Normal",128950,0.75,47499,0.75,0,51,0,2175,2.5,0
"NWAmes","1-STORY 1946+","RL",80,10603,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",6,7,1977,"Gable","CompShg","Plywood","Plywood","BrkFace",28,2,"PConc",3,3,2,5,1200,1,0,410,"GasA",3,1,"SBrkr",0,0,3,1,3,7,2,3,"Attchd",2,2,3,3,2,168,68,0,0,0,0,0,"None","None",0,2010,"WD","Normal",205000,0.89,87636,0.86,1,9,0,3220,3,68
"SawyerW","2-STORY+","RL",77,9206,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",6,5,1985,"Gable","CompShg","HdBoard","HdBoard","BrkFace",336,2,"CBlock",4,3,1,1,0,1,0,741,"GasA",2,1,"SBrkr",755,0,3,1,3,7,1,3,"Attchd",3,2,3,3,2,192,46,0,0,0,0,0,"None","None",0,2010,"WD","Normal",178000,0.64,68542,0.73,0,25,0,2473,2.5,46
"SawyerW","DUPLEX","RL",64,7018,"Pave","None",2,"Bnk","Inside",2,"Norm","Norm","Duplex","1Story",5,5,1979,"Gable","CompShg","HdBoard","HdBoard","None",0,1,"Slab",0,0,0,0,0,0,0,0,"GasA",2,1,"SBrkr",0,0,4,2,2,7,0,0,"Attchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,2009,"WD","Alloca",118964,0.64,68542,0.73,0,30,0,1535,2,0
"CollgCr","1-STORY 1946+","RL",94,10402,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","1Story",7,5,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,3,1,1,0,1,0,1226,"GasA",4,1,"SBrkr",0,0,3,1,3,7,0,0,"Attchd",2,3,3,3,2,0,36,0,0,0,0,0,"None","None",0,2010,"WD","Normal",198900,0.91,39359,0.91,0,1,0,2452,2,36
"IDOTRR","1/2 STORY Fin","RM",60,7758,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","1.5Fin",7,4,1931,"Gable","CompShg","Stucco","Stucco","BrkFace",600,1,"PConc",3,3,1,2,224,1,0,816,"GasA",4,1,"FuseF",592,0,4,1,2,7,2,3,"Detchd",1,1,3,3,2,0,0,0,0,184,0,0,"None","None",0,2007,"WD","Normal",169500,0.62,39678,0.68,1,57,0,2858,1.5,184
"Somerst","2-STORY+","FV",75,9375,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",8,5,2003,"Hip","CompShg","VinylSd","VinylSd","BrkFace",768,2,"PConc",5,3,1,1,0,1,0,1053,"GasA",4,1,"SBrkr",939,0,3,1,3,7,1,4,"Attchd",2,2,3,3,2,140,45,0,0,0,0,0,"None","None",0,2008,"WD","Normal",250000,0.75,95487,0.75,1,4,0,3045,2.5,45
"OldTown","1-STORY 1945-","RM",60,10800,"Pave","Grvl",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",4,7,1885,"Mansard","CompShg","VinylSd","VinylSd","None",0,2,"BrkTil",2,3,1,1,0,1,0,641,"GasA",3,1,"SBrkr",0,0,2,1,2,7,0,0,"Detchd",1,1,2,2,0,0,0,0,0,0,0,0,"None","Shed",450,2007,"WD","Normal",100000,0.84,41223,0.85,1,12,0,1688,1,0
"OldTown","1-STORY 1946+","RM",50,6000,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,5,1948,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"CBlock",3,3,1,5,104,4,169,516,"GasA",4,1,"SBrkr",0,0,2,1,2,7,0,0,"Detchd",1,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,2008,"WD","Partial",115000,0.84,41223,0.85,1,58,0,1578,1,0
"IDOTRR","1/2 STORY Fin","RM",85,8500,"Pave","None",2,"Lvl","Corner",2,"Artery","Norm","1Fam","1.5Fin",5,7,1919,"Gable","CompShg","CemntBd","CmentBd","None",0,2,"CBlock",3,3,1,1,0,1,0,793,"GasW",2,0,"FuseF",520,0,3,1,1,7,0,0,"None",0,0,0,0,0,0,0,144,0,0,0,0,"None","None",0,2007,"WD","Normal",115000,0.62,39678,0.68,1,2,0,2310,2,144
"NWAmes","1-STORY 1946+","RL",105,11751,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",6,6,1977,"Hip","CompShg","Plywood","Plywood","BrkFace",480,2,"CBlock",4,3,1,4,705,1,0,1139,"GasA",4,1,"SBrkr",0,0,3,1,2,7,1,3,"Attchd",2,2,3,3,2,0,122,0,0,0,0,0,"MnPrv","None",0,2010,"COD","Normal",190000,0.89,87636,0.86,0,33,0,3688,2,122
"Edwards","1/2 STORY Fin","RL",75,9525,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1.5Fin",6,4,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,"CBlock",3,2,1,3,444,1,0,550,"GasA",3,1,"SBrkr",639,0,4,1,2,7,0,0,"Attchd",1,1,3,3,2,182,0,0,0,0,0,0,"None","None",0,2006,"WD","Normal",136900,0.61,46530,0.63,1,34,0,2849,2,0
"Gilbert","SPLIT OR MULTI-LEVEL","RL",65,7750,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","SLvl",7,5,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,3,1,6,250,1,0,134,"GasA",4,1,"SBrkr",656,0,3,1,2,7,1,3,"BuiltIn",3,2,3,3,2,180,0,0,0,0,0,0,"None","None",0,2010,"WD","Normal",180000,0.55,82976,0.75,0,10,0,1814,2.5,0
"CollgCr","2-STORY+","RL",77,9965,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",7,5,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",220,2,"PConc",5,3,3,6,984,1,0,280,"GasA",4,1,"SBrkr",1414,0,4,1,4,7,1,4,"BuiltIn",3,3,3,3,2,120,184,0,0,168,0,0,"None","None",0,2007,"New","Partial",383970,0.91,39359,0.91,0,0,1,3960,3.5,352
